State,City,Operator,Header,Address,lat,lng,Link
California,Los Angeles,Digital Realty,600 West 7th Street (LAX10),"600 West 7th Street, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/600-west-7th-street/
California,Los Angeles,Digital Realty,2260 E El Segundo Blvd (LAX12),"2260 East El Segundo Boulevard, El Segundo, CA 90245",33.9156634,-118.38472,/usa/california/los-angeles/2260-e-el-segundo/
California,Los Angeles,Centersquare,Centersquare Irvine,"2681 Kelvin Ave, Irvine, CA 92614",33.6846747,-117.8368209,/usa/california/los-angeles/evoque-lax2/
California,Los Angeles,Hivelocity,Hivelocity - Los Angeles 2,"600 W. 7th St, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/la2/
California,Los Angeles,Hivelocity,Hivelocity - Los Angeles 1,"624 S Grand Ave, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/rackalley-la1/
California,Los Angeles,Rising Realty Partners,West 7 Center,"1200 West 7th Street, Los Angeles, CA 90017",34.0513023,-118.2658542,/usa/california/los-angeles/the-garland-building/
California,Los Angeles,GI Property Management,One Wilshire,"624 South Grand Avenue, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/one-wilshire-building/
California,Los Angeles,Colocation America,Colocation America LADC3,"600 W. 7th St, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/colocation-america-600w-7th/
California,Los Angeles,Equinix,Equinix LA2,"818 W 7th Street, Los Angeles, CA 90017",34.0488973,-118.2595846,/usa/california/los-angeles/equinix-los-angeles2/
California,Los Angeles,Evocative Data Centers,Evocative LAX14,"3690 Redondo Beach Avenue, Redondo Beach, CA 90278",33.8892478,-118.3687331,/usa/california/los-angeles/internap-los-angeles/
California,Los Angeles,Colocation America,Colocation America LADC4,"530 W. 6th St, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/colocation-america-telecom-center/
California,Los Angeles,Telehouse America,TELEHOUSE Los Angeles Center,"626 Wilshire Boulevard, Los Angeles, CA 90017",34.0482582,-118.2570021,/usa/california/los-angeles/telehouse-los-angeles/
California,Los Angeles,Evocative Data Centers,Evocative LAX2,"600 W 7th Street, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/la2-los-angles-evocative-dc/
California,Los Angeles,Colocation America,Colocation America LADC2,"707 Wilshire Blvd, Los Angeles, CA 90017",34.0492187,-118.2570021,/usa/california/los-angeles/colocation-america-aon-center/
California,Los Angeles,Colocation America,Colocation America LADC5,"650 S. Grand Ave, Los Angeles, CA 90017",34.0474225,-118.2561798,/usa/california/los-angeles/colocation-america-quinby/
California,Los Angeles,CoreSite,CoreSite One Wilshire (LA1),"624 South Grand Avenue, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/one-wilshire/
California,Los Angeles,CROWN CASTLE,Crown Castle LA1,"624 S Grand Ave, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/ix2-networks/
California,Los Angeles,Serverfarm,Serverfarm LAX1,"444 North Nash Street, El Segundo, CA 90245",33.9216368,-118.3865711,/usa/california/los-angeles/t5-el-segundo/
California,Los Angeles,Prime Data Centers,Prime Los Angeles,"4701 S Santa Fe Ave, Vernon, CA 90058",34.0011462,-118.2309148,/usa/california/los-angeles/prime-los-angeles/
California,Los Angeles,CoreSite,CoreSite Los Angeles (LA2),"900 North Alameda, Los Angeles, CA 90017",34.0581105,-118.2353984,/usa/california/los-angeles/wilshire-annex/
California,Los Angeles,Centersquare,Centersquare - Los Angeles LAX2,"3015 Winona Avenue, Burbank, CA 91504",34.1998019,-118.3438503,/usa/california/los-angeles/cyxtera-lax2a/
California,Los Angeles,Centersquare,Centersquare - Los Angeles LAX1,"200 N. Nash St, El Segundo, CA 90245",33.9177653,-118.3862706,/usa/california/los-angeles/cyxtera-lax1a/
California,Los Angeles,CROWN CASTLE,Crown Castle LA2,"609 W 7th St, Los Angeles, CA 90017",34.047631,-118.2568251,/usa/california/los-angeles/ix2-networks-530-w-6th/
California,Los Angeles,Xfernet,Xfernet Data Center,"3250 Wilshire Blvd, Koreatown, CA 90010",34.0609334,-118.2930488,/usa/california/los-angeles/xfernet-data-center/
California,Los Angeles,DataBank,DataBank LAX1 - LA One Wilshire,"624 South Grand Avenue, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/databank-lax1/
California,Los Angeles,365 Data Centers,365 Data Centers - Los Angeles 1,"600 W 7th St., Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/inforelay-lax1/
California,Los Angeles,CoreSite,CoreSite Los Angeles (LA3),"260 Bauchet St., Los Angeles, CA 90012",34.0593701,-118.2355582,/usa/california/los-angeles/coresite-los-angeles-la3/
California,Los Angeles,Colocation America,Colocation America LADC1,"624 South Grand Avenue, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/colocation-america-ladc1/
California,Los Angeles,Calpop.com,"CalPOP.com, Inc.","600 W 7th Street, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/calpopcom-inc/
California,Los Angeles,Equinix,Equinix LA7,"1501 Francisco Street, Torrance, CA 90501",33.8508719,-118.3040072,/usa/california/los-angeles/equinix-la7/
California,Los Angeles,CROWN CASTLE,Crown Castle LA3,"530 W 6th St, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/wilcon/
California,Los Angeles,Key Information Systems,Key Info (Agoura Ct),"30077 Agoura Ct, Agoura Hills, CA 91301",34.1460085,-118.7771698,/usa/california/los-angeles/is-west-agoura-ct/
California,Los Angeles,365 Data Centers,365 Data Centers - Los Angeles 3,"900 N. Alameda St, Los Angeles, CA 90012",34.0581105,-118.2353984,/usa/california/los-angeles/inforelay-lax3/
California,Los Angeles,Equinix,Equinix LA3,"1920 E Maple Ave, El Segundo, CA 90245",33.926306,-118.3940759,/usa/california/los-angeles/equinix-la3/
California,Los Angeles,365 Data Centers,365 Data Centers - Los Angeles 2,"624 South Grand Ave, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/inforelay-lax2/
California,Los Angeles,Lumen,Lumen Los Angeles,"818 W. 7th Street, Los Angeles, CA 90017",34.0488973,-118.2595846,/usa/california/los-angeles/level-3-los-angeles/
California,Los Angeles,Equinix,Equinix LA1,"600 West 7th Street, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/switch-data-los-angeles/
California,Los Angeles,"DigiLink, Inc.",Marina Towers,"4676 Admiralty Way, Marina Del Rey, CA 90292",33.9803656,-118.4400862,/usa/california/los-angeles/mdr1/
California,Los Angeles,QuadraNet.com,QuadraNet Los Angeles,"530 W. 6th St., Los Angeles, CA 90014",34.0483363,-118.2550835,/usa/california/los-angeles/quadranet-los-angeles/
California,Los Angeles,Psychz Networks,Psychz LA Suite 100 & 200,"700 Wilshire Blvd, Los Angeles, CA 90017",34.0486245,-118.2574589,/usa/california/los-angeles/psla-data-center/
California,Los Angeles,Aptum,Aptum Los Angeles,"360 E 2nd Street, Los Angeles, CA 90017",34.0478914,-118.2401423,/usa/california/los-angeles/peer-1-los-angeles/
California,Los Angeles,Downtown Colo Corporation,Downtown Colo Corporation,"650 South Grand Avenue, Los Angeles, CA 90017",34.0474225,-118.2561798,/usa/california/los-angeles/downtown-colo-corporation/
California,Los Angeles,Black Lotus Communications,Black Lotus LA2,"900 N. Alameda Ave, #139, Los Angeles, CA 90012",34.0581105,-118.2353984,/usa/california/los-angeles/black-lotus-la2/
California,Los Angeles,Lumen,Lumen Los Angeles 4,"600 Wilshire Blvd, Los Angeles, CA 90017",34.0479589,-118.2564953,/usa/california/los-angeles/level3-los-angeles4/
California,Los Angeles,"Cogent Communications, Inc.",Cogent Los Angeles,"530 W 6th St, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/cogent-los-angeles/
California,Los Angeles,"Cogent Communications, Inc.",Cogent Pasadena,"2947  Bradley Street, Pasadena, CA 91107",34.1686654,-118.0890407,/usa/california/los-angeles/cogent-pasadena/
California,Los Angeles,ColoLocker,Carrier Center,"600 west 7th St. #350, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/cyberverse-lax01/
California,Los Angeles,DataBank,DataBank - zColo - 707 Wilshire Blvd,"707 Wilshire Blvd, Los Angeles, CA 90017",34.0492187,-118.2570021,/usa/california/los-angeles/zcolo-707-wilshireblvd/
California,Los Angeles,"PacificRack, Inc",PacificRack,"609 W 7th St, Los Angeles, CA 90017",34.047631,-118.2568251,/usa/california/los-angeles/pacificrack/
California,Los Angeles,"Net Data Centers, Inc.",NetDC LAX6 Data Center,"600 West 7th Street, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/net2ez-lax6/
California,Los Angeles,"Net Data Centers, Inc.",NetDC LAX4 Data Center,"2260 E El Segundo Blvd, El Segundo, CA 90245",33.9156634,-118.38472,/usa/california/los-angeles/net2ez-managed-data-centers/
California,Los Angeles,"Alchemy Communications, Inc.",LAX Data Center,"6171 West Century Blvd, Los Angeles, CA 90045",33.945894,-118.393553,/usa/california/los-angeles/lax-datacenter/
California,Los Angeles,One Data Center America,One Data Center America,"3833 Ebony St, Ontario, CA 91761",34.0666687,-117.5682629,/usa/california/los-angeles/datacenter-america/
California,Los Angeles,ColoCrossing,ColoCrossing LA1,"530 W. 6th Street, Los Angeles, CA 90014",34.0483363,-118.2550835,/usa/california/los-angeles/colocrossing-la1/
California,Los Angeles,Long Beach Data Center,Long Beach Data Center,"3910 E 7th St., Long Beach, CA 90804",33.7750848,-118.1465543,/usa/california/los-angeles/long-beach-data-center/
California,Los Angeles,China Telecom Americas,China Telecom One Wilshire,"624 S Grand Ave, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/one-wilshire3/
California,Los Angeles,Xgridcolo,Xgridcolo,"650 S Grand Ave,, Los Angeles, CA 90017",34.0474225,-118.2561798,/usa/california/los-angeles/xgridcolo1/
California,Los Angeles,"Cogent Communications, Inc.",Cogent La Mirada,"16680 Valley View Avenue, La Mirada, CA 90638",33.8798278,-118.026751,/usa/california/los-angeles/cogent-la-mirada/
California,Los Angeles,NocRoom Miami Colocation VPS,NocRoom Los Angeles Colocation,"530 W 6th Street Penthouse, Los Angeles, CA 90014",34.0483363,-118.2550835,/usa/california/los-angeles/nocroom-los-angeles-colocation/
California,Los Angeles,Xyvest Holdings,611 Wilshire,"611 Wilshire Blvd, Los Angeles, CA 90017",34.0483839,-118.2563018,/usa/california/los-angeles/611-wilshire/
California,Los Angeles,ServerExperte,ServerExperte Los Angles,"530 West 6th Street, Los Angles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/serverexperte-la/
California,Los Angeles,MULTACOM,MULTACOM,"707 Wilshire Blvd., Los Angeles, CA 90017",34.0492187,-118.2570021,/usa/california/los-angeles/multacom/
California,Los Angeles,"Downtown Properties Holdings, LLC",Vernon Data Center,"5001 S. Soto Street, Vernon, CA 90058",33.9981009,-118.2196611,/usa/california/los-angeles/vernon-data-center/
California,Los Angeles,Grubb & Ellis Company,Telecom Center LA,"530 West 6th Street, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/telecom-center-la/
California,Los Angeles,ColoLocker,ColoLocker,"600 W. 7th St. #350, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/cololocker/
California,Los Angeles,"IHNetworks, LLC",IHNetworks Datacenter (SFV1),"20339 Nordhoff Street, Chatsworth, CA 91311",34.232524,-118.5771651,/usa/california/los-angeles/ihnetworks-datacenter/
California,Los Angeles,"Downtown Properties Holdings, LLC",818 West 7th Street,"818 West 7th Street, Los Angeles, CA 90017",34.0487865,-118.2593775,/usa/california/los-angeles/818-west-7th-street/
California,Los Angeles,Hostrunway,Hostrunway Data Center,"900 N Alameda St #200, Naud Junction, CA 90012",34.0581105,-118.2353984,/usa/california/los-angeles/hostrunway-naud/
California,Los Angeles,U.S. COLO LLC.,USColo,"650 South Grand Avenue, Los Angeles, CA 90017",34.0474225,-118.2561798,/usa/california/los-angeles/uscolo/
California,Los Angeles,Multipoint International Inc.,Multipoint,"530 West 6th Street, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/multipoint/
California,Los Angeles,OC3 Networks,OC3 Networks,"530 West 6th Street, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/oc3-networks/
California,Los Angeles,XO Communications,XO Los Angeles,"600 West 7th Street, Los Angeles, CA 90017",34.0475197,-118.2572167,/usa/california/los-angeles/xo-los-angeles/
California,Los Angeles,Quinby Building,Quinby Building,"650 South Grand Avenue, Los Angeles, CA 90017",34.0474225,-118.2561798,/usa/california/los-angeles/quinby-building/
California,Los Angeles,Unknown Company,Aon Center,"707 Wilshire Boulevard, Los Angeles, CA 90017",34.0492187,-118.2570021,/usa/california/los-angeles/aon-center-la/
California,Los Angeles,Vertex SSX Corporation,Vertex SSX,"615 S. Grand Avenue, Los Angeles, CA 90017",34.0485932,-118.2559913,/usa/california/los-angeles/vertex-ssx/
California,Los Angeles,Digital Hub USA LLC,Digital Hub,"650 South Grand Avenue, Los Angeles, CA 90017",34.0474225,-118.2561798,/usa/california/los-angeles/digital-hub/
California,Los Angeles,Downtown Colo Corporation,Downtown Colo Corporation,"624 South Grand Avenue, Los Angeles, CA 90017",34.0479477,-118.2553576,/usa/california/los-angeles/downtown-colo-624/
California,Los Angeles,"Alchemy Communications, Inc.",Downtown Data Center,"1200 West 7th Street, Los Angeles, CA 90017",34.0513023,-118.2658542,/usa/california/los-angeles/downtown-data-center/
California,Los Angeles,WebNX Internet Services,WebNX LAX,"530 West 6th Street, Los Angeles, CA 90017",34.0483363,-118.2550835,/usa/california/los-angeles/webnx-lax/
California,San Jose,Digital Realty,150 South First St (SJC12),"150 South First Street, San Jose, CA 95113",37.3335967,-121.887886,/usa/california/san-jose/150-south-first-street/
California,San Jose,Digital Realty,2334 Lundy Place (SJC26),"2334 Lundy Place, San Jose, CA 95131",37.4039431,-121.8894616,/usa/california/san-jose/2334-lundy-place/
California,San Jose,Equinix,Equinix SV1,"11 Great Oaks Boulevard, San Jose, CA 95119",37.2415378,-121.783474,/usa/california/san-jose/equinix-san-jose1/
California,San Jose,Equinix,Equinix SV3,"1735 Lundy Ave, San Jose, CA 95131",37.3882347,-121.8884572,/usa/california/san-jose/equinix-san-jose2/
California,San Jose,Element Critical,Element Critical Silicon Valley,"1360 Kifer Rd, Sunnyvale, CA 94086",37.3720239,-121.987566,/usa/california/san-jose/centralcolo/
California,San Jose,Prime Data Centers,Prime San Jose,"6580 Via del Oro, San Jose, CA 95119",37.2353347,-121.7823438,/usa/california/san-jose/prime-san-jose/
California,San Jose,Evocative Data Centers,Evocative OAK1,"1400 65th Stret, Emeryville, CA 94608",37.8467597,-122.2927228,/usa/california/san-jose/em1-emeryville-data-center/
California,San Jose,CoreSite,CoreSite San Jose (SV1),"55 South Market Street, San Jose, CA 95113",37.3341698,-121.891703,/usa/california/san-jose/market-post-tower/
California,San Jose,Rackspace Hosting,Rackspace San Jose,"150 South 1st St, San Jose, CA 95113",37.3335967,-121.887886,/usa/california/san-jose/data-pipe-san-jose/
California,San Jose,Equinix,Equinix SV11,"5 Great Oaks Boulevard, San Jose, CA 95119",37.242022,-121.7845084,/usa/california/san-jose/equinix-sv11/
California,San Jose,QTS Data Centers2805/,QTS Santa Clara I & II,"2807 Mission College Blvd, Santa Clara, CA 95054",37.3939384,-121.9781644,/usa/california/san-jose/quality-santa-clara-1/
California,San Jose,Equinix,Equinix SV10,"7 Great Oaks Boulevard, San Jose, CA 95119",37.2413955,-121.7849556,/usa/california/san-jose/equinix-sv10/
California,San Jose,CoreSite,CoreSite Santa Clara (SV2),"1656 McCarthy Blvd., Milpitas, CA 95035",37.405738,-121.9161989,/usa/california/san-jose/valley-exchange/
California,San Jose,STACK INFRASTRUCTURE,STACK Infrastructure SVY01B,"2001 Fortune Drive, San Jose, CA 95131",37.4018402,-121.8932703,/usa/california/san-jose/stack-infrastructure-svy01b/
California,San Jose,Evocative Data Centers,Evocative SJC7,"534 Stockton Ave, San Jose, CA 95126",37.3384893,-121.9102421,/usa/california/san-jose/sv7-san-jose-evocative-data-center/
California,San Jose,STACK INFRASTRUCTURE,STACK Infrastructure SVY01A,"2001 Fortune Drive, San Jose, CA 95131",37.4018402,-121.8932703,/usa/california/san-jose/fortune/
California,San Jose,H5 Data Centers,H5 Data Centers San Jose,"2030 Fortune Dr, San Jose, CA 95131",37.3999832,-121.8951437,/usa/california/san-jose/h5-san-jose/
California,San Jose,Equinix,Equinix SV5,"9 Great Oaks Boulevard, San Jose, CA 95119",37.2418698,-121.7816047,/usa/california/san-jose/equinix-sv5/
California,San Jose,Lumen,Lumen San Jose 1,"1741 Technology Drive, San Jose, CA 95110",37.3681504,-121.9206885,/usa/california/san-jose/level3-san-jose1/
California,San Jose,Silicon Valley Telecom & Internet Exchange,SVTIX,"250 Stockton Ave, San Jose, CA 95126",37.3337289,-121.9048185,/usa/california/san-jose/svtix/
California,San Jose,Plug and Play Tech Center,Plug and Play Tech Center,"440 N Wolfe Road, Sunnyvale, CA 94085",37.3840875,-122.0127955,/usa/california/san-jose/plug-and-play-tech-center/
California,San Jose,EarthLink,EarthLink - San Jose Data Center,"11 Great Oaks Blvd, San Jose, CA 95119",37.2415378,-121.783474,/usa/california/san-jose/earthlink-san-jose/
California,San Jose,ColoCrossing,ColoCrossing SJ1,"55 S. Market Street, San Jose, CA 95113",37.3341698,-121.891703,/usa/california/san-jose/colocrossing-sj1/
California,San Jose,Lumen,Lumen San Jose,"1380 Kifer Road, Sunnyvale, CA 98108",37.3734237,-121.9876548,/usa/california/san-jose/level3-san-jose/
California,San Jose,KD-Web,KDweb San Jose,"50 W San Fernando, San Jose, CA 95122",37.3337852,-121.8896071,/usa/california/san-jose/kdweb-san-jose/
California,San Jose,Qwest Communications International Inc.,Qwest Sunnyvale 2,"1400 Kifer Road, Sunnyvale, CA 98108",37.3720552,-121.9859667,/usa/california/san-jose/qwest-sunnyvale-2/
California,San Jose,"Silicon Valley Colocation, Inc.",SVCOLO Sunnyvale,"1111 Karlstad, Sunnyvale, CA 94089",37.4004784,-122.0142502,/usa/california/san-jose/svcolo-sunnyvale/
California,San Jose,QTS San Jose,QTS San Jose,"9 Great Oaks Boulevard, San Jose, CA 95119",37.2418698,-121.7816047,/usa/california/san-jose/qts-san-jose/
California,San Jose,"NaviSite, Inc.",NaviSIte San Jose,"2720 Zanker Road, San Jose, CA 95134",37.3926485,-121.9266447,/usa/california/san-jose/navisite-san-jose/
California,San Francisco,Digital Realty,365 Main Street (SFO12),"365 Main Street, San Francisco, CA 94105",37.7886367,-122.3906757,/usa/california/san-francisco/365-main-st/
California,San Francisco,Digital Realty,200 Paul Avenue (SFO10),"200 Paul Avenue, San Francisco, CA 94124",37.723698,-122.398056,/usa/california/san-francisco/200-paul-avenue/
California,San Francisco,Colocation America,Colocation America SFDC1,"200 Paul Ave, San Francisco, CA 94124",37.723698,-122.398056,/usa/california/san-francisco/colocation-america-200-paul/
California,San Francisco,Fastmetrics LLC,Data Center 360 Spear Street,"360 Spear Street, San Francisco, CA 94105",37.7890842,-122.3899881,/usa/california/san-francisco/fastmetrics-360-spear/
California,San Francisco,Centersquare,Centersquare - Silicon Valley SFO3-A,"1400 Kifer Rd, Sunnyvale, CA 94086",37.3720552,-121.9859667,/usa/california/san-francisco/cyxtera-sfo3a/
California,San Francisco,Fastmetrics LLC,Data Center 365 Main Street,"365 Main Street, San Francisco, CA 94105",37.7886367,-122.3906757,/usa/california/san-francisco/fastmetrics-365-main/
California,San Francisco,Fortress Data Centers,Fortress Data Centers,"274 Brannan Street, San Francisco, CA 94107",37.7826083,-122.3917718,/usa/california/san-francisco/fortress-data-centers/
California,San Francisco,Centersquare,Centersquare - Silicon Valley SFO3-B,"1320 Kifer Rd, Sunnyvale, CA 94086",37.3732768,-121.9887654,/usa/california/san-francisco/cyxtera-sfo3b/
California,San Francisco,Lumen,Lumen San Francisco 1,"185 Berry Street, San Francisco, CA 94107",37.77596,-122.3929466,/usa/california/san-francisco/level3-san-francisco/
California,San Francisco,Lumen,Lumen San Francisco 3,"200 Paul Avenue, San Francisco, CA 94124",37.723698,-122.398056,/usa/california/san-francisco/level3-san-francisco3/
California,San Francisco,Ns3i,Ns3i,"3001 Coronado Dr, Santa Clara, CA, Santa Clara, CA 95054",37.376296,-121.972105,/usa/california/san-francisco/ns3i/
California,San Francisco,Virtustream,Virtustream SF,"650 Townsend St., San Francisco, CA 94013",37.7709229,-122.4036319,/usa/california/san-francisco/virtustream-sf/
California,San Francisco,"JMA Ventures, LLC",JMA Wired,"360 Spear St, San Francisco, CA 94105",37.7890842,-122.3899881,/usa/california/san-francisco/jma-wired/
California,San Francisco,tw telecom,tw telecom San Francisco,"501 2nd St, San Francisco, CA 94107",37.7832263,-122.3927897,/usa/california/san-francisco/twtc-san-francisco/
California,San Francisco,XO Communications,XO San Francisco,"200 Paul Avenue 1-4, San Francisco, CA 94110",37.723698,-122.398056,/usa/california/san-francisco/xo-san-francisco/
California,San Francisco,"ServePath, LLC",ColoServe 360 Spear,"360 Spear St, San Francisco, CA 94105",37.7890842,-122.3899881,/usa/california/san-francisco/coloserve-360-spear/
California,San Francisco,XO Communications,XO San Francisco #2,"651 Brannon St., San Francisco, CA 94107",37.7755672,-122.3998199,/usa/california/san-francisco/xo-san-francisco2/
California,San Francisco,HOSTING,HOSTING - San Francisco,"630 Third Street, San Francisco, CA 94107",37.7793699,-122.3940731,/usa/california/san-francisco/hosting-san-francisco/
California,San Francisco,tw telecom,tw telecom Walnut Creek,"1340 Treat Blvd, Walnut Creek, CA 94597",37.9256275,-122.0580874,/usa/california/san-francisco/twtc-walnut-creek/
California,Palo Alto,Equinix,Equinix SV8,"529 Bryant St, Palo Alto, CA 94301",37.4458254,-122.1608123,/usa/california/palo-alto/switchdata-palo-alto/
California,Palo Alto,AT&T Inc.,AT&T 3175 Spring,"3175 Spring Street, Redwood City, CA 94063",37.4807421,-122.2006089,/usa/california/palo-alto/att-3175-spring/
California,San Diego,MDC Data Centers,MDC San Diego - SDG1,"7014 Manya Cir, San Diego, CA 92154",32.5941922,-117.0853841,/usa/california/san-diego/mdc-san-diego/
California,San Diego,EdgeConneX,EdgeConneX San Diego - EDCSDG01,"5761 Copley Drive, San Diego, CA 92111",32.8415643,-117.1697638,/usa/california/san-diego/edcsdg01/
California,San Diego,DataBank,DataBank SAN1 - San Diego World Trade,"12270 World Trade Drive, San Diego, CA 92128",32.9884186,-117.0731695,/usa/california/san-diego/castle-access/
California,San Diego,LightEdge,LightEdge - San Diego I,"9305 Lightwave Ave, San Diego, CA 92123",32.8278833,-117.1298762,/usa/california/san-diego/american-internet-services-ais/
California,San Diego,LightEdge,LightEdge - San Diego II,"9725 Scranton Road, San Diego, CA 92121",32.8971493,-117.2010501,/usa/california/san-diego/american-internet-services-sdtc/
California,San Diego,Lumen,Lumen San Diego 1,"8929 Aero Drive, San Diego, CA 92123",32.8089551,-117.1358733,/usa/california/san-diego/level3-san-diego/
California,San Diego,CARI.net,CARI.net,"8929 Complex Drive, Kearney Mesa, CA 92123",32.82962,-117.13372,/usa/california/san-diego/carinet/
California,San Diego,Lumen,Lumen San Diego 2,"8923 Complex Drive, San Diego, CA 92123",32.829841,-117.134171,/usa/california/san-diego/level3-san-diego2/
California,San Diego,DataBank,DataBank SAN2 - San Diego Aero Drive,"9606 Aero Drive, San Diego, CA 92123",32.8099153,-117.1208682,/usa/california/san-diego/castle-access-aero-drive/
California,San Diego,"Cogent Communications, Inc.",Cogent San Diego 1,"525 B Street, San Diego, CA 92101",32.7176935,-117.1597364,/usa/california/san-diego/cogent-san-diego/
California,San Diego,ScaleMatrix,ScaleMatrix,"5775 Kearny Villa Rd, San Diego, CA 92123",32.8382046,-117.1331851,/usa/california/san-diego/scalematrix/
California,San Diego,"SimpleNet, Inc.",SimpleNet Colo,"225 Broadway, San Diego, CA 92101",32.7152763,-117.1627458,/usa/california/san-diego/simplenet-colo/
California,San Diego,"Cogent Communications, Inc.",Cogent San Diego 2,"9530 Towne Centre Drive, San Diego, CA 92121",32.8805611,-117.2095058,/usa/california/san-diego/cogent-san-diego2/
California,San Diego,tw telecom,tw telecom San Diego,"7888 Ostrow Street, San Diego, CA 92111",32.8141574,-117.1554629,/usa/california/san-diego/twt-san-diego/
California,Fremont,T5 Data Centers,T5 Data Centers - T5@Silicon Valley,"5 Data Centers, Eureka Dr, CA 39800",40.8038628,-124.148062,/usa/california/fremont/t5-data-centers-t5silicon-valley/
California,Fremont,Hurricane Electric,Hurricane Fremont 2,"48233 Warm Springs Blvd, Fremont, CA 94539",37.4718094,-121.9201106,/usa/california/fremont/he-freemont2/
California,Fremont,Hurricane Electric,Hurricane Fremont 1,"760 Mission Ct, Fremont, CA 94539",37.4898965,-121.9310449,/usa/california/fremont/he-freemont1/
California,Santa Clara,Digital Realty,1100 Space Park Dr (SJC10),"1100 Space Park Drive, Santa Clara, CA 95054",37.3756896,-121.9534435,/usa/california/santa-clara/1100-space-park-drive/
California,Santa Clara,Digital Realty,2820 Northwestern Pkwy (SJC34),"2820 Northwestern Pkwy, Santa Clara, CA 95051",37.3724282,-121.9736174,/usa/california/santa-clara/telx-scl2/
California,Santa Clara,Digital Realty,3105 Alfred Rd (SJC30),"3105 Alfred Road, Santa Clara, CA 95054",37.3784193,-121.9581423,/usa/california/santa-clara/3105-alfred-rd/
California,Santa Clara,Digital Realty,1500 Space Park Dr (SJC14),"1500 Space Park Dr, Santa Clara, CA 95054",37.3757193,-121.9551544,/usa/california/santa-clara/1550-space-park/
California,Santa Clara,Digital Realty,3205 Alfred St (SJC35),"3205 Alfred Street, Santa Clara, CA 95054",37.3791557,-121.9583901,/usa/california/santa-clara/3115-alfred-rd/
California,Santa Clara,Digital Realty,1525 Comstock St (SJC16),"1525 Comstock Street, Santa Clara, CA 95054",37.3749408,-121.955932,/usa/california/santa-clara/1525-comstock-street/
California,Santa Clara,Cologix,Cologix SV1,"2050 Martin Ave., Santa Clara, CA 95050",37.3654305,-121.9617379,/usa/california/santa-clara/cologix-sv1/
California,Santa Clara,Digital Realty,2805 Lafayette St (SJC31),"2805 Lafayette Street, Santa Clara, CA 95050",37.3728897,-121.9480221,/usa/california/santa-clara/2805-lafayette/
California,Santa Clara,Digital Realty,1725 Comstock St (SJC29),"1725 Comstock Street, Santa Clara, CA 95054",37.3750344,-121.9584031,/usa/california/santa-clara/1725-comstock-street/
California,Santa Clara,Digital Realty,1201 Comstock St (SJC15),"1201 Comstock Street, Santa Clara, CA 95054",37.3750251,-121.9541545,/usa/california/santa-clara/1201-comstock-street/
California,Santa Clara,Digital Realty,2220 De La Cruz Blvd (SJC1),"2220 De La Cruz Boulevard, Santa Clara, CA 95050",37.3619616,-121.9434003,/usa/california/santa-clara/2220-de-la-cruz-boulevard/
California,Santa Clara,Digital Realty,3011 Lafayette St (SJC11),"3011 Lafayette Street, Santa Clara, CA 95054",37.3762858,-121.9484665,/usa/california/santa-clara/3011-lafayette-street/
California,Santa Clara,Digital Realty,641 Walsh Ave (SJC37),"641 Walsh Ave, Santa Clara, CA 95054",37.3709096,-121.9469251,/usa/california/santa-clara/641-walsh/
California,Santa Clara,Digital Realty,2401 Walsh St (SJC18),"2401 Walsh Street, Santa Clara, CA 95051",37.3715674,-121.9698841,/usa/california/santa-clara/2401-walsh-street/
California,Santa Clara,Digital Realty,2403 Walsh St (SJC19),"2403 Walsh Street, Santa Clara, CA 95051",37.3703658,-121.9698841,/usa/california/santa-clara/2403-walsh-street/
